"sid","entry","irt","fpatchnum","fpatchitem","fitemsfromend","flastitem","meanirt","catitem"
585,"horse",4,6,2,2,0,4.97297297297297,8
585,"pig",2,6,3,1,1,4.97297297297297,9
585,"deer",2,7,1,3,0,4.97297297297297,10
585,"squirrel",5,7,2,2,0,4.97297297297297,11
585,"beaver",3,7,3,1,1,4.97297297297297,12
585,"rooster",6,8,1,4,0,4.97297297297297,13
585,"goat",4,8,2,3,0,4.97297297297297,14
585,"chick",4,8,3,2,0,4.97297297297297,15
585,"hen",1,8,4,1,1,4.97297297297297,16
585,"lion",13,9,1,1,1,4.97297297297297,17
585,"bear",1,10,1,1,1,4.97297297297297,18
585,"tiger",3,11,1,1,1,4.97297297297297,19
585,"rabbit",4,12,1,2,0,4.97297297297297,20
585,"turtle",4,12,2,1,1,4.97297297297297,21
585,"fox",10,13,1,1,1,4.97297297297297,22
585,"sloth",8,14,1,1,1,4.97297297297297,23
585,"manatee",7,15,1,3,0,4.97297297297297,24
585,"whale",4,15,2,2,0,4.97297297297297,25
585,"dolphin",4,15,3,1,1,4.97297297297297,26
585,"gazelle",8,16,1,1,1,4.97297297297297,27
585,"koala",8,17,1,2,0,4.97297297297297,28
585,"kangaroo",6,17,2,1,1,4.97297297297297,29
585,"monkey",4,18,1,3,0,4.97297297297297,30
585,"chimpanzee",2,18,2,2,0,4.97297297297297,31
585,"ape",2,18,3,1,1,4.97297297297297,32
585,"wolf",16,19,1,2,0,4.97297297297297,33
585,"elk",6,19,2,1,1,4.97297297297297,34
585,"emu",3,20,1,99,0,4.97297297297297,35
585,"ostrich",4,20,2,99,0,4.97297297297297,36
585,"elephant",8,20,3,99,0,4.97297297297297,37
586,"cat",3,1,1,3,0,3.76,1
586,"dog",1,1,2,2,0,3.76,2
586,"rabbit",1,1,3,1,1,3.76,3
586,"bird",2,2,1,1,1,3.76,4
586,"bear",2,3,1,1,1,3.76,5
586,"horse",1,4,1,1,1,3.76,6
586,"cheetah",2,5,1,1,1,3.76,7
586,"panda",3,6,1,2,0,3.76,8
586,"polarbear",3,6,2,1,1,3.76,9
586,"dolphin",3,7,1,1,1,3.76,10
586,"chimpanzee",3,8,1,7,0,3.76,11
586,"gorilla",3,8,2,6,0,3.76,12
586,"bonobo",3,8,3,5,0,3.76,13
586,"lemur",10,8,4,4,0,3.76,14
586,"elephant",3,8,5,3,0,3.76,15
586,"rhino",2,8,6,2,0,3.76,16
586,"hippopotamus",3,8,7,1,1,3.76,17
586,"jaguar",4,9,1,1,1,3.76,18
586,"shark",3,10,1,2,0,3.76,19
586,"whale",2,10,2,1,1,3.76,20
586,"snake",6,11,1,5,0,3.76,21
586,"iguana",3,11,2,4,0,3.76,22
586,"frog",2,11,3,3,0,3.76,23
586,"turtle",2,11,4,2,0,3.76,24
586,"lizard",5,11,5,1,1,3.76,25
586,"chicken",5,12,1,3,0,3.76,26
586,"cow",1,12,2,2,0,3.76,27
586,"pig",3,12,3,1,1,3.76,28
586,"tiger",1,13,1,2,0,3.76,29
586,"lion",1,13,2,1,1,3.76,30
586,"kangaroo",4,14,1,3,0,3.76,31
586,"koala",3,14,2,2,0,3.76,32
586,"platypus",3,14,3,1,1,3.76,33
586,"giraffe",4,15,1,2,0,3.76,34
586,"zebra",2,15,2,1,1,3.76,35
586,"bat",4,16,1,1,1,3.76,36
586,"sloth",21,17,1,1,1,3.76,37
586,"fish",3,18,1,4,0,3.76,38
586,"octopus",4,18,2,3,0,3.76,39
586,"squid",7,18,3,2,0,3.76,40
586,"stingray",2,18,4,1,1,3.76,41
586,"toucan",8,19,1,2,0,3.76,42
586,"parrot",3,19,2,1,1,3.76,43
586,"gazelle",7,20,1,5,0,3.76,44
586,"deer",3,20,2,4,0,3.76,45
586,"raccoon",4,20,3,3,0,3.76,46
586,"squirrel",2,20,4,2,0,3.76,47
586,"chipmunk",2,20,5,1,1,3.76,48
586,"possum",4,21,1,1,1,3.76,49
586,"peacock",12,22,1,99,0,3.76,50
587,"dog",4,1,1,2,0,5.5,1
587,"cat",1,1,2,1,1,5.5,2
587,"bird",1,2,1,1,1,5.5,3
587,"lion",1,3,1,1,1,5.5,4
587,"walrus",4,4,1,1,1,5.5,5
587,"otter",2,5,1,3,0,5.5,6
587,"turtle",2,5,2,2,0,5.5,7
587,"shark",2,5,3,1,1,5.5,8
587,"lamb",2,6,1,4,0,5.5,9
587,"goose",1,6,2,3,0,5.5,10
587,"pig",5,6,3,2,0,5.5,11
587,"sheep",3,6,4,1,1,5.5,12
587,"tiger",2,7,1,2,0,5.5,13
587,"leopard",1,7,2,1,1,5.5,14
587,"iguana",4,8,1,1,1,5.5,15
587,"hamster",8,9,1,1,1,5.5,16
587,"giraffe",5,10,1,3,0,5.5,17
587,"monkey",3,10,2,2,0,5.5,18
587,"baboon",1,10,3,1,1,5.5,19
587,"rabbit",8,11,1,2,0,5.5,20
587,"parakeet",7,11,2,1,1,5.5,21
587,"zebra",7,12,1,4,0,5.5,22
587,"cheetah",2,12,2,3,0,5.5,23
587,"elephant",4,12,3,2,0,5.5,24
587,"gazelle",9,12,4,1,1,5.5,25
587,"prairiedog",10,13,1,1,1,5.5,26
587,"boar",4,14,1,1,1,5.5,27
587,"cow",5,15,1,1,1,5.5,28
587,"moose",16,16,1,2,0,5.5,29
587,"wolf",3,16,2,1,1,5.5,30
587,"owl",35,17,1,1,1,5.5,31
587,"lizard",6,18,1,1,1,5.5,32
587,"orangutan",7,19,1,1,1,5.5,33
587,"wolverine",12,20,1,99,0,5.5,34
588,"dog",6,1,1,2,0,7.625,1
588,"cat",1,1,2,1,1,7.625,2
588,"bird",4,2,1,1,1,7.625,3
588,"mouse",3,3,1,2,0,7.625,4
588,"rat",3,3,2,1,1,7.625,5
588,"gorilla",3,4,1,1,1,7.625,6
588,"fish",3,5,1,1,1,7.625,7
588,"bear",2,6,1,1,1,7.625,8
588,"giraffe",3,7,1,1,1,7.625,9
588,"bee",4,8,1,1,1,7.625,10
588,"rabbit",9,9,1,1,1,7.625,11
588,"dolphin",4,10,1,1,1,7.625,12
588,"gerbil",22,11,1,2,0,7.625,13
588,"beaver",7,11,2,1,1,7.625,14
588,"spider",5,12,1,1,1,7.625,15
588,"monkey",4,13,1,1,1,7.625,16
588,"snake",2,14,1,1,1,7.625,17
588,"panda",3,15,1,1,1,7.625,18
588,"baboon",5,16,1,1,1,7.625,19
588,"walrus",12,17,1,1,1,7.625,20
588,"elephant",3,18,1,2,0,7.625,21
588,"zebra",7,18,2,1,1,7.625,22
588,"stingray",35,20,1,99,0,7.625,24
589,"dog",2,1,1,2,0,8.43478260869565,1
589,"cat",2,1,2,1,1,8.43478260869565,2
589,"bird",2,2,1,1,1,8.43478260869565,3
589,"bear",5,3,1,1,1,8.43478260869565,4
589,"lion",3,4,1,3,0,8.43478260869565,5
589,"tiger",4,4,2,2,0,8.43478260869565,6
589,"monkey",3,4,3,1,1,8.43478260869565,7
589,"chipmunk",3,5,1,2,0,8.43478260869565,8
589,"skunk",2,5,2,1,1,8.43478260869565,9
589,"cheetah",25,6,1,2,0,8.43478260869565,10
589,"jaguar",5,6,2,1,1,8.43478260869565,11
589,"raccoon",13,7,1,4,0,8.43478260869565,12
589,"squirrel",10,7,2,3,0,8.43478260869565,13
589,"rat",15,7,3,2,0,8.43478260869565,14
589,"mouse",2,7,4,1,1,8.43478260869565,15
589,"snake",1,8,1,2,0,8.43478260869565,16
589,"frog",9,8,2,1,1,8.43478260869565,17
589,"koala",18,9,1,1,1,8.43478260869565,18
589,"fish",28,10,1,1,1,8.43478260869565,19
589,"bat",2,11,1,1,1,8.43478260869565,20
589,"spider",20,12,1,1,1,8.43478260869565,21
589,"worm",3,13,1,99,0,8.43478260869565,22
589,"butterfly",17,13,2,99,0,8.43478260869565,23
590,"dog",2,1,1,3,0,4.08888888888889,1
590,"cat",1,1,2,2,0,4.08888888888889,2
590,"mouse",1,2,1,2,0,4.08888888888889,4
590,"rat",2,2,2,1,1,4.08888888888889,5
590,"horse",3,3,1,2,0,4.08888888888889,6
590,"mule",2,3,2,1,1,4.08888888888889,7
590,"giraffe",2,4,1,3,0,4.08888888888889,8
590,"elephant",3,4,2,2,0,4.08888888888889,9
590,"hippopotamus",5,4,3,1,1,4.08888888888889,10
590,"eel",5,5,1,1,1,4.08888888888889,11
590,"snake",2,6,1,1,1,4.08888888888889,12
590,"cow",5,7,1,2,0,4.08888888888889,13
590,"pig",1,7,2,1,1,4.08888888888889,14
590,"fish",2,8,1,1,1,4.08888888888889,15
590,"bird",2,9,1,1,1,4.08888888888889,16
590,"frog",3,10,1,1,1,4.08888888888889,17
590,"squirrel",8,11,1,2,0,4.08888888888889,18
590,"raccoon",2,11,2,1,1,4.08888888888889,19
590,"ferret",1,12,1,1,1,4.08888888888889,20
590,"beaver",2,13,1,2,0,4.08888888888889,21
590,"deer",4,13,2,1,1,4.08888888888889,22
590,"crocodile",12,14,1,3,0,4.08888888888889,23
590,"alligator",3,14,2,2,0,4.08888888888889,24
590,"komododragon",3,14,3,1,1,4.08888888888889,25
590,"fox",4,15,1,1,1,4.08888888888889,26
590,"mosquito",5,16,1,1,1,4.08888888888889,27
590,"monkey",6,17,1,4,0,4.08888888888889,28
590,"gorilla",2,17,2,3,0,4.08888888888889,29
590,"orangutan",5,17,3,2,0,4.08888888888889,30
590,"human",8,17,4,1,1,4.08888888888889,31
590,"bear",7,18,1,1,1,4.08888888888889,32
590,"swan",5,19,1,1,1,4.08888888888889,33
590,"shark",6,20,1,1,1,4.08888888888889,34
590,"hummingbird",7,21,1,1,1,4.08888888888889,35
590,"anaconda",5,22,1,4,0,4.08888888888889,36
590,"turtle",5,22,2,3,0,4.08888888888889,37
590,"dolphin",2,22,3,2,0,4.08888888888889,38
590,"whale",2,22,4,1,1,4.08888888888889,39
590,"polarbear",4,23,1,2,0,4.08888888888889,40
590,"seal",1,23,2,1,1,4.08888888888889,41
590,"tortoise",3,24,1,1,1,4.08888888888889,42
590,"mongoose",5,25,1,1,1,4.08888888888889,43
590,"reptile",16,26,1,1,1,4.08888888888889,44
590,"panda",9,27,1,99,0,4.08888888888889,45
591,"pig",2,1,1,7,0,5.02702702702703,1
591,"horse",4,1,2,6,0,5.02702702702703,2
591,"cow",2,1,3,5,0,5.02702702702703,3
591,"duck",2,1,4,4,0,5.02702702702703,4
591,"chicken",1,1,5,3,0,5.02702702702703,5
591,"sheep",4,1,6,2,0,5.02702702702703,6
591,"rooster",8,1,7,1,1,5.02702702702703,7
591,"dog",2,2,1,3,0,5.02702702702703,8
591,"cat",1,2,2,2,0,5.02702702702703,9
591,"fish",3,2,3,1,1,5.02702702702703,10
591,"goose",6,3,1,3,0,5.02702702702703,11
591,"bluebird",3,3,2,2,0,5.02702702702703,12
591,"bird",7,3,3,1,1,5.02702702702703,13
591,"whale",8,4,1,3,0,5.02702702702703,14
591,"dolphin",2,4,2,2,0,5.02702702702703,15
591,"shark",4,4,3,1,1,5.02702702702703,16
591,"elephant",7,5,1,6,0,5.02702702702703,17
591,"zebra",1,5,2,5,0,5.02702702702703,18
591,"cheetah",3,5,3,4,0,5.02702702702703,19
591,"jaguar",5,5,4,3,0,5.02702702702703,20
591,"lion",2,5,5,2,0,5.02702702702703,21
591,"tiger",1,5,6,1,1,5.02702702702703,22
591,"bear",1,6,1,1,1,5.02702702702703,23
591,"monkey",5,7,1,5,0,5.02702702702703,24
591,"hippopotamus",20,7,2,4,0,5.02702702702703,25
591,"leopard",12,7,3,3,0,5.02702702702703,26
591,"panther",1,7,4,2,0,5.02702702702703,27
591,"bengaltiger",4,7,5,1,1,5.02702702702703,28
591,"labradorretriever",15,8,1,1,1,5.02702702702703,29
591,"vulture",9,9,1,1,1,5.02702702702703,30
591,"rhino",9,10,1,1,1,5.02702702702703,31
591,"rat",4,11,1,3,0,5.02702702702703,32
591,"mouse",1,11,2,2,0,5.02702702702703,33
591,"turkey",8,12,1,1,1,5.02702702702703,35
591,"panda",8,13,1,1,1,5.02702702702703,36
591,"hedgehog",8,14,1,99,0,5.02702702702703,37
592,"dog",2,1,1,2,0,4.97368421052632,1
592,"cat",2,1,2,1,1,4.97368421052632,2
592,"rat",2,2,1,1,1,4.97368421052632,3
592,"sheep",2,3,1,2,0,4.97368421052632,4
592,"lamb",2,3,2,1,1,4.97368421052632,5
592,"bird",1,4,1,1,1,4.97368421052632,6
592,"guineapig",9,5,1,4,0,4.97368421052632,7
592,"fish",2,5,2,3,0,4.97368421052632,8
592,"shark",3,5,3,2,0,4.97368421052632,9
592,"whale",2,5,4,1,1,4.97368421052632,10
592,"emu",2,6,1,1,1,4.97368421052632,11
592,"eel",4,7,1,1,1,4.97368421052632,12
592,"pig",11,8,1,2,0,4.97368421052632,13
592,"cow",1,8,2,1,1,4.97368421052632,14
592,"spider",7,9,1,1,1,4.97368421052632,15
592,"fly",1,10,1,2,0,4.97368421052632,16
592,"mosquito",4,10,2,1,1,4.97368421052632,17
592,"chicken",6,11,1,4,0,4.97368421052632,18
592,"rooster",1,11,2,3,0,4.97368421052632,19
592,"duck",4,11,3,2,0,4.97368421052632,20
592,"goose",3,11,4,1,1,4.97368421052632,21
592,"camel",12,12,1,7,0,4.97368421052632,22
592,"monkey",4,12,2,6,0,4.97368421052632,23
592,"chimpanzee",3,12,3,5,0,4.97368421052632,24
592,"ostrich",5,12,4,4,0,4.97368421052632,25
592,"elephant",3,12,5,3,0,4.97368421052632,26
592,"lion",3,12,6,2,0,4.97368421052632,27
592,"tiger",3,12,7,1,1,4.97368421052632,28
592,"bear",2,13,1,3,0,4.97368421052632,29
592,"deer",3,13,2,2,0,4.97368421052632,30
592,"moose",1,13,3,1,1,4.97368421052632,31
592,"cheetah",6,14,1,1,1,4.97368421052632,32
592,"sponge",32,15,1,1,1,4.97368421052632,33
592,"crow",4,16,1,1,1,4.97368421052632,34
592,"horse",7,17,1,1,1,4.97368421052632,35
592,"bull",2,18,1,1,1,4.97368421052632,36
592,"ox",2,19,1,1,1,4.97368421052632,37
592,"lizard",26,20,1,99,0,4.97368421052632,38
593,"bear",3,1,1,1,1,4.52380952380952,1
593,"lion",2,2,1,2,0,4.52380952380952,2
593,"tiger",2,2,2,1,1,4.52380952380952,3
593,"panda",4,3,1,2,0,4.52380952380952,4
593,"polarbear",3,3,2,1,1,4.52380952380952,5
593,"snake",1,4,1,1,1,4.52380952380952,6
593,"eel",4,5,1,4,0,4.52380952380952,7
593,"dolphin",3,5,2,3,0,4.52380952380952,8
593,"whale",2,5,3,2,0,4.52380952380952,9
593,"fish",1,5,4,1,1,4.52380952380952,10
593,"bird",4,6,1,1,1,4.52380952380952,11
593,"puma",6,7,1,1,1,4.52380952380952,12
593,"dog",3,8,1,1,1,4.52380952380952,13
593,"elephant",1,9,1,6,0,4.52380952380952,14
593,"giraffe",4,9,2,5,0,4.52380952380952,15
593,"okapi",3,9,3,4,0,4.52380952380952,16
593,"gorilla",6,9,4,3,0,4.52380952380952,17
593,"chimpanzee",6,9,5,2,0,4.52380952380952,18
593,"bonobo",4,9,6,1,1,4.52380952380952,19
593,"snowleopard",11,10,1,2,0,4.52380952380952,20
593,"cheetah",7,10,2,1,1,4.52380952380952,21
593,"sloth",6,11,1,1,1,4.52380952380952,22
593,"wolf",4,12,1,2,0,4.52380952380952,23
593,"fox",3,12,2,1,1,4.52380952380952,24
593,"possum",4,13,1,1,1,4.52380952380952,25
593,"raccoon",4,14,1,7,0,4.52380952380952,26
593,"squirrel",5,14,2,6,0,4.52380952380952,27
593,"groundhog",3,14,3,5,0,4.52380952380952,28
593,"badger",3,14,4,4,0,4.52380952380952,29
593,"chipmunk",6,14,5,3,0,4.52380952380952,30
593,"rabbit",5,14,6,2,0,4.52380952380952,31
593,"deer",6,14,7,1,1,4.52380952380952,32
593,"swan",7,15,1,1,1,4.52380952380952,33
593,"seal",5,16,1,5,0,4.52380952380952,34
593,"sealion",3,16,2,4,0,4.52380952380952,35
593,"manatee",9,16,3,3,0,4.52380952380952,36
593,"alligator",8,16,4,2,0,4.52380952380952,37
593,"crocodile",3,16,5,1,1,4.52380952380952,38
593,"hippopotamus",2,17,1,3,0,4.52380952380952,39
593,"zebra",3,17,2,2,0,4.52380952380952,40
593,"gazelle",3,17,3,1,1,4.52380952380952,41
594,"mouse",6,1,1,1,1,6.27586206896552,1
594,"elephant",8,2,1,2,0,6.27586206896552,2
594,"giraffe",2,2,2,1,1,6.27586206896552,3
594,"frog",3,3,1,8,0,6.27586206896552,4
594,"snake",2,3,2,7,0,6.27586206896552,5
594,"hamster",4,3,3,6,0,6.27586206896552,6
594,"gerbil",6,3,4,5,0,6.27586206896552,7
594,"fish",2,3,5,4,0,6.27586206896552,8
594,"turtle",3,3,6,3,0,6.27586206896552,9
594,"lizard",3,3,8,1,1,6.27586206896552,11
594,"squirrel",8,4,1,1,1,6.27586206896552,12
594,"peacock",4,5,1,1,1,6.27586206896552,13
594,"raccoon",4,6,1,1,1,6.27586206896552,14
594,"possum",7,7,1,1,1,6.27586206896552,15
594,"bird",6,8,1,1,1,6.27586206896552,16
594,"lion",7,9,1,2,0,6.27586206896552,17
594,"tiger",4,9,2,1,1,6.27586206896552,18
594,"bear",3,10,1,3,0,6.27586206896552,19
594,"deer",6,10,2,2,0,6.27586206896552,20
594,"rabbit",4,10,3,1,1,6.27586206896552,21
594,"monkey",7,11,1,3,0,6.27586206896552,22
594,"hippopotamus",5,11,2,2,0,6.27586206896552,23
594,"zebra",17,11,3,1,1,6.27586206896552,24
594,"chipmunk",15,12,1,1,1,6.27586206896552,25
594,"otter",22,13,1,3,0,6.27586206896552,26
594,"seal",3,13,2,2,0,6.27586206896552,27
594,"octopus",11,13,3,1,1,6.27586206896552,28
594,"walrus",7,14,1,99,0,6.27586206896552,29
595,"dog",2,1,1,2,0,3.39622641509434,1
595,"cat",2,1,2,1,1,3.39622641509434,2
595,"elephant",3,2,1,1,1,3.39622641509434,3
595,"ant",1,3,1,1,1,3.39622641509434,4
595,"gerbil",3,4,1,2,0,3.39622641509434,5
595,"rabbit",2,4,2,1,1,3.39622641509434,6
595,"pig",3,5,1,6,0,3.39622641509434,7
595,"cow",1,5,2,5,0,3.39622641509434,8
595,"chicken",2,5,3,4,0,3.39622641509434,9
595,"flamingo",2,5,4,3,0,3.39622641509434,10
595,"penguin",3,5,5,2,0,3.39622641509434,11
595,"bird",4,5,6,1,1,3.39622641509434,12
595,"squirrel",3,6,1,2,0,3.39622641509434,13
595,"bear",1,6,2,1,1,3.39622641509434,14
595,"lion",2,7,1,3,0,3.39622641509434,15
595,"tiger",1,7,2,2,0,3.39622641509434,16
595,"ostrich",4,7,3,1,1,3.39622641509434,17
595,"chipmunk",5,8,1,1,1,3.39622641509434,18
595,"bat",3,9,1,1,1,3.39622641509434,19
595,"snail",2,10,1,1,1,3.39622641509434,20
595,"mouse",3,11,1,2,0,3.39622641509434,21
595,"rat",1,11,2,1,1,3.39622641509434,22
595,"snake",3,12,1,1,1,3.39622641509434,23
595,"grasshopper",4,13,1,1,1,3.39622641509434,24
595,"anteater",4,14,1,1,1,3.39622641509434,25
595,"hog",2,15,1,1,1,3.39622641509434,26
595,"rhinoceros",7,16,2,5,0,3.39622641509434,28
595,"giraffe",3,16,3,4,0,3.39622641509434,29
595,"camel",1,16,4,3,0,3.39622641509434,30
595,"donkey",3,16,5,2,0,3.39622641509434,31
595,"horse",1,16,6,1,1,3.39622641509434,32
595,"pigeon",4,17,1,1,1,3.39622641509434,33
595,"cougar",5,18,2,3,0,3.39622641509434,35
595,"leopard",2,18,3,2,0,3.39622641509434,36
595,"zebra",2,18,4,1,1,3.39622641509434,37
595,"seal",5,19,1,3,0,3.39622641509434,38
595,"whale",2,19,2,2,0,3.39622641509434,39
595,"dolphin",2,19,3,1,1,3.39622641509434,40
595,"cricket",7,20,1,3,0,3.39622641509434,41
595,"beetle",5,20,2,2,0,3.39622641509434,42
595,"junebug",2,20,3,1,1,3.39622641509434,43
595,"fox",7,21,1,1,1,3.39622641509434,44
595,"goldfinch",8,22,1,1,1,3.39622641509434,45
595,"bee",3,23,1,2,0,3.39622641509434,46
595,"mosquito",5,23,2,1,1,3.39622641509434,47
595,"lizard",5,24,1,2,0,3.39622641509434,48
595,"chameleon",7,24,2,1,1,3.39622641509434,49
595,"butterfly",7,25,1,99,0,3.39622641509434,50
595,"moth",2,25,2,99,0,3.39622641509434,51
595,"wasp",5,25,3,99,0,3.39622641509434,52
596,"dolphin",6,1,1,1,1,6.06666666666667,1
596,"cat",2,2,1,2,0,6.06666666666667,2
596,"dog",1,2,2,1,1,6.06666666666667,3
596,"lion",6,3,1,2,0,6.06666666666667,4
596,"tiger",1,3,2,1,1,6.06666666666667,5
596,"bear",1,4,1,1,1,6.06666666666667,6
596,"giraffe",5,5,1,3,0,6.06666666666667,7
596,"elephant",2,5,2,2,0,6.06666666666667,8
596,"zebra",5,5,3,1,1,6.06666666666667,9
596,"fish",3,6,1,6,0,6.06666666666667,10
596,"whale",2,6,2,5,0,6.06666666666667,11
596,"starfish",4,6,3,4,0,6.06666666666667,12
596,"turtle",3,6,4,3,0,6.06666666666667,13
596,"octopus",11,6,5,2,0,6.06666666666667,14
596,"seahorse",5,6,6,1,1,6.06666666666667,15
596,"bat",3,7,1,1,1,6.06666666666667,16
596,"bird",2,8,1,1,1,6.06666666666667,17
596,"bee",1,9,1,1,1,6.06666666666667,18
596,"hamster",7,10,1,2,0,6.06666666666667,19
596,"gerbil",5,10,2,1,1,6.06666666666667,20
596,"seagull",9,11,1,1,1,6.06666666666667,21
596,"mouse",11,12,1,2,0,6.06666666666667,22
596,"rat",3,12,2,1,1,6.06666666666667,23
596,"alligator",5,13,1,1,1,6.06666666666667,24
596,"worm",7,14,1,1,1,6.06666666666667,25
596,"snake",1,15,1,1,1,6.06666666666667,26
596,"squirrel",12,16,1,2,0,6.06666666666667,27
596,"chipmunk",11,16,2,1,1,6.06666666666667,28
596,"horse",33,17,1,99,0,6.06666666666667,29
596,"camel",15,17,2,99,0,6.06666666666667,30
597,"lion",3,1,1,2,0,5.25714285714286,1
597,"zebra",2,1,2,1,1,5.25714285714286,2
597,"salamander",3,2,1,1,1,5.25714285714286,3
597,"pig",1,3,1,6,0,5.25714285714286,4
597,"cow",2,3,2,5,0,5.25714285714286,5
597,"rooster",2,3,3,4,0,5.25714285714286,6
597,"hen",1,3,4,3,0,5.25714285714286,7
597,"duck",1,3,5,2,0,5.25714285714286,8
597,"bird",3,3,6,1,1,5.25714285714286,9
597,"hippopotamus",4,4,1,4,0,5.25714285714286,10
597,"giraffe",3,4,2,3,0,5.25714285714286,11
597,"monkey",2,4,3,2,0,5.25714285714286,12
597,"gorilla",2,4,4,1,1,5.25714285714286,13
597,"fly",10,5,1,1,1,5.25714285714286,14
597,"dog",11,6,1,5,0,5.25714285714286,15
597,"cat",1,6,2,4,0,5.25714285714286,16
597,"parakeet",7,6,3,3,0,5.25714285714286,17
597,"frog",6,6,4,2,0,5.25714285714286,18
597,"snake",10,6,5,1,1,5.25714285714286,19
597,"bobcat",7,7,1,5,0,5.25714285714286,20
597,"cheetah",2,7,2,4,0,5.25714285714286,21
597,"rhino",1,7,3,3,0,5.25714285714286,22
597,"panther",7,7,4,2,0,5.25714285714286,23
597,"hyena",7,7,5,1,1,5.25714285714286,24
597,"turtle",8,8,1,2,0,5.25714285714286,25
597,"rabbit",3,8,2,1,1,5.25714285714286,26
597,"moth",16,9,1,2,0,5.25714285714286,27
597,"butterfly",5,9,2,1,1,5.25714285714286,28
597,"human",5,10,1,1,1,5.25714285714286,29
597,"dolphin",18,11,1,1,1,5.25714285714286,30
597,"polarbear",3,12,1,3,0,5.25714285714286,31
597,"grizzly",2,12,2,2,0,5.25714285714286,32
597,"mountainbear",3,12,3,1,1,5.25714285714286,33
597,"owl",7,13,1,1,1,5.25714285714286,34
597,"orangutan",16,14,1,99,0,5.25714285714286,35
598,"dog",4,1,1,2,0,4.53658536585366,1
598,"cat",1,1,2,1,1,4.53658536585366,2
598,"bear",2,2,1,1,1,4.53658536585366,3
598,"lion",2,3,1,2,0,4.53658536585366,4
598,"tiger",3,3,2,1,1,4.53658536585366,5
598,"rabbit",3,4,1,3,0,4.53658536585366,6
598,"fox",1,4,2,2,0,4.53658536585366,7
598,"deer",1,4,3,1,1,4.53658536585366,8
598,"flamingo",3,5,1,10,0,4.53658536585366,9
598,"emu",0,5,2,9,0,4.53658536585366,10
598,"bird",2,5,3,8,0,4.53658536585366,11
598,"parrot",2,5,4,7,0,4.53658536585366,12
598,"hamster",2,5,5,6,0,4.53658536585366,13
598,"gerbil",3,5,6,5,0,4.53658536585366,14
598,"parakeet",1,5,7,4,0,4.53658536585366,15
598,"lizard",2,5,8,3,0,4.53658536585366,16
598,"frog",3,5,9,2,0,4.53658536585366,17
598,"snake",1,5,10,1,1,4.53658536585366,18
598,"shark",2,6,1,5,0,4.53658536585366,19
598,"dolphin",3,6,2,4,0,4.53658536585366,20
598,"goldfish",4,6,3,3,0,4.53658536585366,21
598,"fish",4,6,4,2,0,4.53658536585366,22
598,"leopard",7,7,1,6,0,4.53658536585366,24
598,"cheetah",3,7,2,5,0,4.53658536585366,25
598,"zebra",2,7,3,4,0,4.53658536585366,26
598,"hippopotamus",5,7,4,3,0,4.53658536585366,27
598,"elephant",2,7,5,2,0,4.53658536585366,28
598,"gorilla",1,7,6,1,1,4.53658536585366,29
598,"turtle",6,8,1,2,0,4.53658536585366,30
598,"snail",2,8,2,1,1,4.53658536585366,31
598,"spider",12,9,1,1,1,4.53658536585366,32
598,"crocodile",5,10,1,1,1,4.53658536585366,33
598,"penguin",5,11,1,2,0,4.53658536585366,34
598,"polarbear",2,11,2,1,1,4.53658536585366,35
598,"giraffe",12,12,1,1,1,4.53658536585366,36
598,"squirrel",20,13,1,1,1,4.53658536585366,37
598,"chimpanzee",22,14,1,1,1,4.53658536585366,38
598,"tarantula",6,15,1,1,1,4.53658536585366,39
598,"seal",14,16,1,99,0,4.53658536585366,40
598,"walrus",8,16,2,99,0,4.53658536585366,41
677,"dog",3,1,1,3,0,9.68181818181818,1
677,"cat",2,1,2,2,0,9.68181818181818,2
677,"rabbit",3,1,3,1,1,9.68181818181818,3
677,"mouse",4,2,1,1,1,9.68181818181818,4
677,"bird",8,3,1,1,1,9.68181818181818,5
677,"giraffe",7,4,1,4,0,9.68181818181818,6
677,"elephant",4,4,2,3,0,9.68181818181818,7
677,"lion",4,4,3,2,0,9.68181818181818,8
677,"tiger",2,4,4,1,1,9.68181818181818,9
677,"bear",2,5,1,1,1,9.68181818181818,10
677,"pig",8,6,1,5,0,9.68181818181818,11
677,"cow",3,6,2,4,0,9.68181818181818,12
677,"horse",6,6,3,3,0,9.68181818181818,13
677,"sheep",4,6,4,2,0,9.68181818181818,14
677,"llama",4,6,5,1,1,9.68181818181818,15
677,"possum",8,7,1,1,1,9.68181818181818,16
677,"skunk",4,8,1,2,0,9.68181818181818,17
677,"deer",14,8,2,1,1,9.68181818181818,18
677,"monkey",6,9,1,1,1,9.68181818181818,19
677,"parrot",5,10,1,1,1,9.68181818181818,20
677,"bull",38,11,1,1,1,9.68181818181818,21
677,"squirrel",74,12,1,99,0,9.68181818181818,22
678,"dog",4,1,1,2,0,6.74074074074074,1
678,"cat",1,1,2,1,1,6.74074074074074,2
678,"cow",1,2,1,1,1,6.74074074074074,3
678,"bird",2,3,1,1,1,6.74074074074074,4
678,"ant",4,4,1,1,1,6.74074074074074,5
678,"pig",6,5,1,1,1,6.74074074074074,6
678,"crow",4,6,1,3,0,6.74074074074074,7
678,"bluejay",8,6,2,2,0,6.74074074074074,8
678,"cardinal",9,6,3,1,1,6.74074074074074,9
678,"bear",6,7,1,3,0,6.74074074074074,10
